Category,Question,Image url,AnswerA,AnswerB,AnswerC,AnswerD,AnswerE,Correct Answer,Correct Letter,Claude-3.5-Sonnet,GPT-4o,Gemini-2.0-Flash
Traumatologia,"È un paziente di 42 anni che ha un intenso mal di schiena, irradiato da gluteo, faccia dorsale e dorsolaterale della gamba destra. Nell'esplorazione (immagine n. 14) troviamo un piede destro caduto (foto 1) e cosa si può vedere quando ti chiediamo di sollevare le punte dei piedi (foto2). Devi sospettare:",https://compitoinclasse.org/simulatori/IMGmir/945-dom.jpg,Neuropatia del nervo sciatico comune.,Neuropatia del nervo sciatico esterno o peroneale.,Radicle S1 a destra.,Radicle a destra L5.,Hernia Discal L3-L4.,Radicle a destra L5.,D,D,D,D
Traumatologia,"Un paziente di 27 anni, dopo aver subito una caduta di cavallo, ha un trauma nell'arto inferiore sinistro con un atteggiamento in flessione, adduzione e rotazione interna. Dopo aver eseguito la radiografia anteroposteriore del bacino, indicare quale sia la diagnosi:",https://compitoinclasse.org/simulatori/IMGmir/2410-dom.jpg,Frattura pertrocantile del femore sinistro,Frattura subcapitale di femore sinistro,"Precedente dislocazione dell'anca, con frattura della parete anteriore dell'acetabolo","Successiva dislocazione dell'anca, con frattura della parete di acetabolo posteriore",,"Successiva dislocazione dell'anca, con frattura della parete di acetabolo posteriore",D,C,C,C
Traumatologia,"Mentre esploriamo questo paziente, presenta bruscamente il peggioramento del suo stato emodinamico e l'aumento della tachipnea. La deviazione tracheale è osservata a sinistra, vene giugulari distese e assenza di ventilazione nell'emitorace destro. La diagnosi più probabile è:",https://compitoinclasse.org/simulatori/IMGmir/493-dom.jpg,Progressione della contusione polmonare destra.,Ampia lesione vascolare cervicale destra.,Collegamento cardiaco.,Emotorace destro.,Pneumotorace di tensione.,Pneumotorace di tensione.,E,B,B,B
Traumatologia,Qual è la risposta corretta a un giovane con una storia traumatica 3 giorni fa che questa radiografia del ginocchio è praticata?,https://compitoinclasse.org/simulatori/IMGmir/1171-dom.jpg,Gunecap bipartita.,Frattura rotula.,Osteocondrite dissancer.,Core di ossificazione secondaria non commercializzata.,,Frattura rotula.,B,D,D,D
Traumatologia,"Donna di 78 anni, con una storia di cardiopatia ischemica, diabete mellito, dislipemia e osteoporosi, che vanno in emergenza a causa del trauma sul polso sinistro. Lo studio radiologico iniziale è mostrato nell'immagine A dopo questo controllo radiologico?",https://compitoinclasse.org/simulatori/IMGmir/1411-dom.jpg,"Poiché la riduzione ottenuta è ottimale, il controllo radiologico è raccomandato a 10-15 giorni e se non si osserva lo spostamento secondario della frattura, l'immobilizzazione sarà mantenuta per un totale di 6 settimane.","Poiché si tratta di una frattura extrarticolare, è considerata una frattura stabile. L'immobilizzazione verrà mantenuta per 2 settimane e successivamente inizierà il programma di esercizi di espansione flex-espansione e approfondimento incline.","Data l'osteoporosi del paziente, la probabilità di spostamento della frattura è molto elevata. Il trattamento più raccomandato è l'input chirurgico, con posizionamento fissativo esterno associato alla fissazione interna con una piastra avvitata.","La frattura degli stiloidi ulnari determina l'esistenza dell'instabilità radiocubitale distale, che richiede la sua riparazione chirurgica nella seconda metà. Nello stesso atto chirurgico, è necessario eseguire l'osteosintesi del raggio con una piastra avvitata.",,"Poiché la riduzione ottenuta è ottimale, il controllo radiologico è raccomandato a 10-15 giorni e se non si osserva lo spostamento secondario della frattura, l'immobilizzazione sarà mantenuta per un totale di 6 settimane.",A,B,B,B
Traumatologia,"Ragazzo di 11 anni che viene perché per 10 giorni ha una febbre quotidiana di predominanza serale. Negli ultimi 2 giorni la febbre è aumentata (fino a 38,5 ° C). Ha poco appetito e ha perso peso (2 kg). 3 settimane fa lo hanno preso a calci nel ginocchio destro. Sebbene inizialmente avesse avuto solo dolore in seguito notato infiammazione, che stava aumentando fino a quando non gli ha impedito di camminare. Analisi: elevazione della PCR (75 mg/L) senza altre alterazioni significative. Viene eseguito una radiologia semplice. Quale delle seguenti è la diagnosi più probabile?",https://compitoinclasse.org/simulatori/IMGmir/480-dom.jpg,Osteomielite.,Miosite ossificante.,Granuloma eosinofilo.,Osteosarcoma,Osteoblastoma,Osteosarcoma,D,D,D,D
Traumatologia,"Nella frattura che può essere vista nell'immagine n. 13, il nervo che può essere influenzato più frequentemente?",https://compitoinclasse.org/simulatori/IMGmir/943-dom.jpg,Nervo muscolocutaneo.,Nervo radiale,Nervo cubitale.,Nervo medio.,Nervo di circonflejo.,Nervo radiale,B,B,B,B
Traumatologia,Quale sarebbe il prossimo passo nella gestione clinica di questo paziente?,https://compitoinclasse.org/simulatori/IMGmir/481-dom.jpg,Trattamento antibiotico per via endovenosa e controllo radiologico in un mese.,Esegui un'aspirazione a aghi sottili della lesione per lo studio microbiologico.,"Risonanza magnetica del femore e quindi, se applicabile, biopsia della lesione.",Trattamento anti -infiammatorio e controllo evolutivo clinicoradiologico.,Esegui scintigrafia ossea con Galio 67.,"Risonanza magnetica del femore e quindi, se applicabile, biopsia della lesione.",C,C,C,C
Traumatologia,"La donna di 75 anni, autonoma e attiva, che subisce una caduta in casa e va in emergenza con dolore, impotenza funzionale e deformità attorno al ginocchio sinistro. Era stato intervenuto chirurgicamente da questo ginocchio 2 anni fa dalla gonarrosi attraverso un'artroplastica al ginocchio cementata post-stabilizzata. Gli impulsi distali sono conservati. Esiste una mobilità patologica del ginocchio sinistro senza apprezzare il deficit neurologico negli effetti delle gambe. Vengono eseguite la radiografia e il TC mostrato nelle immagini. Quale delle seguenti sarebbe l'atteggiamento terapeutico in questa situazione?",https://compitoinclasse.org/simulatori/IMGmir/2411-dom.jpg,Piastra di condirla ad angolo fisso a 95 gradi con viti di compressione interfacciale,Piastra di condílea femore bloccato per fissaggio angolare,Long -Gate,Antebododo cervico-calico de femore per proteggere l'intero femore,,Piastra di condílea femore bloccato per fissaggio angolare,B,B,B,B
Otorinolaringoiatria,"L'allergico maschio di 43 anni alla penicillina ha presentato bocca settica, sindrome febbrile, disfagia, edema, eritema e dolore submaxillare di una settimana di evoluzione, senza miglioramento con il trattamento anti-infiammatorio e antibiotico. Viene fornita l'immagine del TC cervicofacciale effettuato dopo la somministrazione di contrasto endovenoso. Quale diagnosi suggerisce?:",https://compitoinclasse.org/simulatori/IMGmir/1990-dom.jpg,Ludwig Angina,Ascesso linguale,Faringite ascessificata,Cisti dermoide linguale ascessificata,,Ludwig Angina,A,A,A,A
Otorinolaringoiatria,"Professore di educazione della prima infanzia che consulta la disfonia e i telefoni di 6 mesi di evoluzione legati allo sforzo vocale. Durante la settimana la voce peggiora e nel fine settimana migliora parzialmente. Di quanto segue, qual è la diagnosi di sospetto più probabile con l'immagine della laringoscopia fornita?:",https://compitoinclasse.org/simulatori/IMGmir/1791-dom.jpg,Polipi vocali,Carcinoma a stringa vocale,Noduli vocali,Cisti vocali,,Noduli vocali,C,C,C,C
Otorinolaringoiatria,"Maschio di 62 anni che consulta una massa del lattocerner destra di crescita progressiva che è accompagnata da odinofagia. Piccolo di 1 pacchetto di sigarette al giorno per 30 anni. La cavità orale, le esplorazioni orofaringngoscopiche, rhinoscopiche e otoscopiche sono normali. Nella palpazione cervicale viene identificata un'adenopatia a livello III di 4 cm, dura e rispettata a piani profondi. Qual è la diagnosi clinica più probabile secondo l'immagine della laringoscopia?",https://compitoinclasse.org/simulatori/IMGmir/1984-dom.jpg,Carcinoma transgratico destro con adenopatia metastatica,Carcinoma sinusale piriforme destro con adenopatia metastatica,Carcinoma di sopraglotis destra con adenopatia metastatica,Carcinoma a tonsilla palatina destra con adenopatia metastatica,,Carcinoma sinusale piriforme destro con adenopatia metastatica,B,B,B,B
Oftalmologia,Uomo di 40 anni che consulta Blurred Vision. Dolore giusto e occhio rosso di 3 giorni di evoluzione. L'esplorazione biomicroscopica è mostrata nell'immagine. La pressione intraoculare in quell'occhio è di 10 mmHg. Lo sfondo non mostra modifiche. Qual è la prima opzione diagnostica?,https://compitoinclasse.org/simulatori/IMGmir/1176-dom.jpg,Coriorretite.,Cheratite erpetituiforme.,Precedente uveite.,Crisi glaucomatociclica.,,Precedente uveite.,C,B,B,B
Oftalmologia,"Uomo di 41 anni che consulta la diplopia, la ptosi palpebrale e i diritti del dolore oculare di due giorni di evoluzione. Viene mostrato lo studio della risonanza nucleare magnetica (taglio coronale). La diagnosi più probabile è:",https://compitoinclasse.org/simulatori/IMGmir/1623-dom.jpg,Compressione tumorale del chiasma ottico.,Emorragia intraparenchimatosa.,Infiltrazione tumorale del giusto seno cavernoso.,Sclerosi multipla.,,Infiltrazione tumorale del giusto seno cavernoso.,C,C,C,C
Oftalmologia,Il seguente test diagnostico più appropriato in questo paziente è:,https://compitoinclasse.org/simulatori/IMGmir/721-dom.jpg,Angofluoresceraphy.,Potenziali evocati visivi.,Campione di vitrea per vitrectomia.,Risonanza magnetica nucleare.,Campimetro calcolato.,Angofluoresceraphy.,A,D,D,D
Oftalmologia,"La donna di 27 anni, senza storia di interesse, che va al dipartimento di emergenza per episodi transitori di visione bilaterale di 15 secondi, mal di testa quando si sveglia e acufene di alcune settimane di evoluzione. Ha un BMI di 29 anni. L'RM cranico scarta le lesioni degli occupanti. Con la clinica di riferimento e l'immagine di sfondo quale delle seguenti affermazioni è corretta?:",https://compitoinclasse.org/simulatori/IMGmir/2395-dom.jpg,La perdita di peso non è efficace in questa situazione,L'acetazolamide e la furosemide sono farmaci solitamente usati,La puntura lombare deve essere eseguita prima del test dell'immagine,I corticosteroidi orali sono ampiamente utilizzati nella gestione di questa entità,,L'acetazolamide e la furosemide sono farmaci solitamente usati,B,B,B,B
Oftalmologia,"L'uomo di 30 anni, portatore del virus dell'immunodeficienza umana (HIV), che si reca al dipartimento di emergenza per la perdita progressiva della visione nell'occhio sinistro, senza altri sintomi oftalmologici che accompagnano. L'immagine della figura è osservata all'esplorazione del fusione. Data questa immagine, si dovrebbe sospettare:",https://compitoinclasse.org/simulatori/IMGmir/27-dom.jpg,Un conteggio dei linfociti CD4 meno di 100.,La patologia osservata è di origine farmacologica.,Questo paziente richiede un trattamento chirurgico.,Stiamo affrontando un problema autoimmune.,,Un conteggio dei linfociti CD4 meno di 100.,A,A,A,A
Oftalmologia,"Uomo di 22 anni che consulta il dolore per gli occhi sinistra per 48 ore. Nelle ultime ore viene aggiunta la perdita visiva ipsilaterale, con l'acuità visiva 0,6/1 all'occhio sinistro e 1/1 nell'occhio destro. Fornisce la risonanza magnetica dell'immagine. Indica la risposta corretta:",https://compitoinclasse.org/simulatori/IMGmir/1625-dom.jpg,Ha circa l'85 % di possibilità di presentare bande oligoclonali nel liquido cerebrospinale.,Non ha bisogno di ulteriori prove per stabilire la diagnosi.,L'importante è trattare l'immagine e quindi completeremo lo studio.,È forse una neuromielite ottica.,,Ha circa l'85 % di possibilità di presentare bande oligoclonali nel liquido cerebrospinale.,A,B,B,B
Oftalmologia,Paziente Mype che consulta la perdita della visione nell'occhio destro. L'esplorazione del fondo è osservata nell'immagine. Quale delle seguenti affermazioni è corretta su questo paziente?,https://compitoinclasse.org/simulatori/IMGmir/1790-dom.jpg,"Ha un miglioramento dei sintomi al risveglio, che peggiora man mano che la giornata avanza","Si riferisce a una perdita di visione, come una tenda, che colpisce l'area superiore del campo visivo",Sarebbe necessario eseguire un YAG per il trattamento laser prima dell'intervento,Il trattamento chirurgico deve essere eseguito mediante trabeculectomia AB-external,,"Ha un miglioramento dei sintomi al risveglio, che peggiora man mano che la giornata avanza",A,A,A,A
Oftalmologia,"Donna 35enne con storia di mal di testa di due settimane, ipotiroidismo e un indice di massa del corpo a 30 che presenta la seguente immagine di sfondo. Quale delle seguenti è la scoperta più probabile che possiamo trovare?",https://compitoinclasse.org/simulatori/IMGmir/1177-dom.jpg,"Diminuzione dell'acuità visiva (0,1) in entrambi gli occhi.",Campimetria con aumento del punto cieco e difetti nasali.,Risonanza cerebrale magnetica senza alterazioni significative.,Composizione fluida di cefalorrachide all'interno dei limiti della normalità.,,"Diminuzione dell'acuità visiva (0,1) in entrambi gli occhi.",A,A,A,A
Oftalmologia,"La donna di 32 anni, senza alcun trattamento oggi, che va al pronto soccorso con mal di testa, occhi senza iniezione ciliare e sfondo che si vede nell'immagine. Alla luce delle alterazioni del fusione, quali delle seguenti esplorazioni sarebbero le meno correlate al sospetto diagnostico?",https://compitoinclasse.org/simulatori/IMGmir/29-dom.jpg,Determinazione della creatinina sierica.,Misura della pressione sanguigna (PA).,Auscultazione addominale (periumbilicale) in cerca di un respiro.,Misura di pressione infraoculare (PIO).,,Misura di pressione infraoculare (PIO).,D,D,D,D
Oftalmologia,Paziente di 67 anni che si riferisce all'acuità visiva unilaterale e alla metamorfopsia della rapida evoluzione. La retinografia allegata presenta l'immagine dell'affetto. La diagnosi più probabile sarebbe:,https://compitoinclasse.org/simulatori/IMGmir/720-dom.jpg,Degenerazione maculare associata all'età essudativa.,Distacco della retina.,Retinosi pigmentaria.,Trombosi vena centrale della retina ischemica.,Melanoma coroide equatoriale.,Degenerazione maculare associata all'età essudativa.,A,A,A,A
Farmacologia,"Un paziente di 76 anni consulta dolore a masticare e alterazioni nell'occlusione dentale. Tra il suo background c'è un'ipertensione di molti anni di evoluzione che si occupa di una dieta iposodica e nifedipina e alcuni episodi di perdita di coscienza diagnosticati, più di 25 anni fa, di ""epilessia"", per i quali segue il trattamento con 100 mg/giorno del giorno fenitoina. Per il resto, va bene, non ha perso peso e mantiene una vita normale per età. L'esplorazione della bocca può essere osservata nella figura. Quale sarebbe inizialmente l'atteggiamento più ragionevole?",https://compitoinclasse.org/simulatori/IMGmir/238-dom.jpg,"Poiché l'ipotiroidismo è la causa più probabile del problema del paziente, richiederebbe un'analitica completa che include TSH.",Considererebbe la possibilità di fattori yatrogeni e valuterebbe il ritiro sia della fenitoina che della nifedipina.,"Molto probabilmente, fattori locali come la scarsa igiene dentale sono all'origine del problema, quindi formerebbero raccomandazioni al riguardo e il paziente si riferirebbe a un dentista.","La causa più comune di iperplasia gengivale nella vecchiaia è la leucemia monocitica, quindi inizierebbe studi in questo senso.",,Considererebbe la possibilità di fattori yatrogeni e valuterebbe il ritiro sia della fenitoina che della nifedipina.,B,B,B,B
Anatomia patologica,"Donna di 25 anni che presenta adenopatia palpabile e indolore nella regione sopraclavicolare. La paziente dice che ha avuto periodi febbrili. È praticata biopsia di adenopatia che è colorata con ematossilina. Il rapporto anatomopatologico indica che la lesione mostra un componente di grandi cellule che esprimono CD15 e CD30, ma non CD45, su uno sfondo infiammatorio. È la tua diagnosi?",https://compitoinclasse.org/simulatori/IMGmir/5-dom.jpg,Toxoplasmosi,La malattia di Hodgkin,Mononucleosi infettiva,Malattia di graffi di gatto,,La malattia di Hodgkin,B,C,B,C
Anatomia patologica,"Uomo ventenne con una storia di asma, che consulta la disfagia e l'impatto del cibo. Viene eseguita un'endoscopia digestiva con biopsie esofagee. Con quale diagnosi è compatibile con questa biopsia dell'esofago prossimale?",https://compitoinclasse.org/simulatori/IMGmir/1606-dom.jpg,Esofagite da reflusso.,Barrett Esofagus.,Esofagite eosinofila.,Esofagite Candida.,,Esofagite eosinofila.,C,D,C,D
Anatomia patologica,"Ragazza neonata pretermine di 25 settimane con grave insufficienza respiratoria nell'immediato postpartum. La rianimazione inizia, ma a 30 minuti peggiora e muore. Qual è la diagnosi istopatologica dell'immagine?:",https://compitoinclasse.org/simulatori/IMGmir/2192-dom.jpg,Aspirazione del meconio,Polmonite intrauterina,Malformazione polmonare,Malattia della membrana ialina,,Malattia della membrana ialina,D,A,A,A
Anatomia patologica,"Uomo di 68 anni che consulta il dermatologo per lesioni cutanee ulcerate periani. La derivazione è sollevata nella diagnosi differenziale un pioderma cancrenoso, una malattia da vesciche e un'eziologia infettiva. Esegue una biopsia per lo studio istologico e richiede anche uno studio sull'immunofluorescenza diretta. L'immunofluorescenza diretta è negativa e viene mostrata l'istologia della lesione. Qual è la diagnosi patologica della lesione cutanea perianale?",https://compitoinclasse.org/simulatori/IMGmir/1793-dom.jpg,Pyoderma cancrenio,Volgare pénfigo,Infezione da Mictiica,Infezione da virus dell'herpes semplice,,Infezione da virus dell'herpes semplice,D,C,C,C
Anatomia patologica,"Donna di 40 anni con obesità morbosa, che subisce una chirurgia bariatrica. Durante l'intervento chirurgico viene anche eseguita una biopsia epatica. Che tipo di lesione istologica osserviamo?:",https://compitoinclasse.org/simulatori/IMGmir/1605-dom.jpg,Steatosi,Steatoepatite,Cirrosi,Epatite cronica,,Steatosi,A,C,C,C
Anatomia patologica,"Date queste immagini del colon, con la mucosa abbattuta e le formazioni polipoidi nella macroscopia e lo studio istopatologico dimostrato, la diagnosi più probabile è:",https://compitoinclasse.org/simulatori/IMGmir/2193-dom.jpg,Colite ulcerosa di tipo infiammatorio cronico di malattia intestinale,Colite infettiva parassita,Poliposi intestinale,Linfoma intestinale,,Colite ulcerosa di tipo infiammatorio cronico di malattia intestinale,A,A,A,A
Anatomia patologica,Ricevi la biopsia del duodeno di una donna di 38 anni senza altri dati clinici. Qual è la diagnosi più probabile?,https://compitoinclasse.org/simulatori/IMGmir/496-dom.jpg,Linfoma intestinale: infiltrazione del proprio foglio e dell'epitelio superficiale da parte di una popolazione monotona di cellule linfoidi.,"Enteopatia sensibile al glutine (Celiacy): atrofia dei villi intestinali, aumento dell'infiltrato infiammatorio e linfocitosi intraepiteliale.",Linfangiectasias: dilatazione di vasi linfatici situati nel foglio della mucosa.,Malattia di Whipple: soffiando macrofagi di citoplasma ampio e microvacuolato nel foglio della mucosa.,Giardiasi: presenza di trofozoiti di Giardia lamblia sulla superficie intestinale.,"Enteopatia sensibile al glutine (Celiacy): atrofia dei villi intestinali, aumento dell'infiltrato infiammatorio e linfocitosi intraepiteliale.",B,B,B,B
Anatomia patologica,"Donna di 70 anni con una storia di occlusione intestinale da parte di Bezoar nel 2019 e dilatazione del dotto biliare e il percorso biliare intraepatico della causa sconosciuta. In una recente TC, viene evidenziata una lesione cistica con aree solide di 28 cm, situata sulla testa del pancreas, in relazione al condotto Wirsung senza condizionarlo. Non ci sono segni di infiltrazione locale o metastasi a distanza. Si decide di eseguire un duodenopancreatectomia cefalico. Vengono mostrate un'immagine macroscopica e un'immagine microscopica della lesione. Qual è la diagnosi più probabile?:",https://compitoinclasse.org/simulatori/IMGmir/2194-dom.jpg,Neoplasia mucinosa cistica,Neoplasia mucosa intraduttale papillare del ramo secondario,Neoplasia solida-pseudopillare,Neoplasia mucosa papillare intraduttale con componente di ramo principale invasivo,,Neoplasia mucosa intraduttale papillare del ramo secondario,B,C,C,C
Anatomia patologica,Ragazzo di 15 anni senza interesse. Presenta un tumore osseo sinistro deformante con influenza orbitale esterna di anni di evoluzione. Qual è la diagnosi più probabile suggerita dall'immagine mostrata?,https://compitoinclasse.org/simulatori/IMGmir/1615-dom.jpg,Granuloma eosinofilo.,Metastasi ossee.,Displasia fibrosa.,Iperparatiroidismo.,,Displasia fibrosa.,C,C,C,C
Anatomia patologica,"Donna di 86 anni che consulta le alterazioni della visione. Tra la sua storia personale, un mieloma multiplo iga kappa diagnosticato 10 anni fa, da allora dal servizio di ematologia. Attualmente ha un'emianopsia temporanea giusta, un aspetto improvviso, senza dolore oculare o influenza controlaterale. Il paziente è valutato dall'oftalmologo, che diagnostica la neuropatia ottica ischemica. La TC cranica non mostra alterazioni rilevanti. Gli ultrasuoni delle arterie temporanee obiettivi un alone ipoechoico in tutti i rami dell'arteria temporale superficiale. Dato il sospetto della patologia vascolare, viene eseguita la biopsia dell'arteria temporale destra. L'immagine corrisponde a una sezione istologica della parete dell'arteria temporanea. Quale tecnica richiederesti di confermare la diagnosi in questo caso?",https://compitoinclasse.org/simulatori/IMGmir/1384-dom.jpg,Congo rosso.,Il tricromico di Masson.,Metenamina d'argento.,L'acido periódic di Schiff (PAS).,,Congo rosso.,A,D,D,D
Anatomia patologica,Uomo di 56 anni con un tumore palpabile sul lato sinistro del collo mobile per deglutire. È accompagnato da disfagia e disfonia. Ha una storia familiare di tumori endocrini. Quale delle seguenti è la diagnosi anatomopatologica più probabile della lesione che appare nell'immagine?,https://compitoinclasse.org/simulatori/IMGmir/2390-dom.jpg,Carcinoma papillare tiroideo,Carcinoma midollare tiroideo,Linfoma a cellule diffuse,Sarcoma sinoviale,,Carcinoma midollare tiroideo,B,C,C,C
Anatomia patologica,"La donna di 55 anni intervenuta chirurgicamente da lesioni tumorali epatiche. Viene mostrata un'immagine macroscopica del tumore e del parenchima non tumorale e un'immagine microscopica del tumore, che corrisponde a una delle seguenti diagnosi:",https://compitoinclasse.org/simulatori/IMGmir/1608-dom.jpg,Epatocarcinoma sul fegato normale.,Epatocarcinoma sul fegato cirrotico.,Colangiocarcinoma sul fegato normale.,Colangiocarcinoma su fegato cirrotico.,,Colangiocarcinoma su fegato cirrotico.,D,B,B,B
Anatomia patologica,"Uomo di 67 anni con debolezza muscolare prossimale di arti inferiori a 9 mesi di evoluzione. Non si riferisce all'assunzione di farmaci o alla storia familiare di malattie neuromuscolari. All'esame fisico, si osserva la debolezza muscolare asimmetrica di entrambi i quadricipiti (3/5 a sinistra, 4/5 a destra) e i muscoli flessori delle dita di entrambe le mani. Nell'analisi evidenzia un CK di 750 UI/L (valore normale <150 UI/L). Viene eseguito un muscolo di quadricipiti destro. Segna l'opzione corretta:",https://compitoinclasse.org/simulatori/IMGmir/1607-dom.jpg,"Infiltrato infiammatorio perimistico, fibre rosso sfilacciate (fibre rosse-Stir) e atrofia periferica: dermatomiosite.",Infiltrato infiammatorio endomisiale e vacuoli bordi: miosite con corpi di inclusione.,"Necrosi coagulativa, inclusioni lipidiche e rigenerazione delle fibre muscolari: miopatia autoimmune necrotale.","Atrofia in fibra di tipo II, infiltrato infiammatorio endomisiale e rigenerazione della fibra muscolare: distrofia miotonica di Steinert.",,Infiltrato infiammatorio endomisiale e vacuoli bordi: miosite con corpi di inclusione.,B,D,D,D
Anatomia patologica,"Il maschio di 20 anni di Costituzione Longilínea, che è stata dispnea di grandi sforzi per circa 15 mesi che progredisce per piccoli sforzi, con palpitazioni e dolore preordiale. Muore improvvisamente salire le scale. Nella necropsia c'è un vetro con l'immagine della figura. Di quanto segue Qual è la malattia più probabile?:",https://compitoinclasse.org/simulatori/IMGmir/1974-dom.jpg,Embolia polmonare,Trauma toracico con affetto dell'aorta e del cuore,Necrosi cistica della sindrome media e di avorio,Sindrome disliferica familiare con aterosclerosi grave,,Necrosi cistica della sindrome media e di avorio,C,B,C,B
Anatomia patologica,"Maschio di 58 anni con massa mediastinica. Lo studio microscopico mostra i risultati della Figura 1A. Nella Figura 1b, colorazione per citocheratine. La diagnosi più probabile sarebbe:",https://compitoinclasse.org/simulatori/IMGmir/1796-dom.jpg,Metastasi mediastiniche del carcinoma sarcomatoide,Sarcoma nervoso periferico,Schwannoma,Timoma,,Timoma,D,B,D,B
Anatomia patologica,"Donna di 81 anni che consulta l'ittero, il dolore epigastrico, l'asthenia e l'anoressia. Il TC addominale mostra nella testa del pancreas una lesione solida e scarsamente delimitata, 24 x 24 mm, che si concentra sulla vena mesenterica superiore e comporta dilatazione del dotto biliare. Non esiste un chiaro contatto con altre strutture vascolari principali. Con il sospetto del processo neoformativo, è indicato l'intervento chirurgico. Viene mostrata un'immagine macroscopica e microscopica della lesione pancreatica. Lo studio immunoistochimico condotto nel pezzo di resezione mostra positività per citoqueratina 7 e negatività per sinaptofisina, Tripsin, CK20 e CDX2. Qual è la diagnosi patologica della lesione pancreatica?",https://compitoinclasse.org/simulatori/IMGmir/1975-dom.jpg,Adenocarcinoma duttale,Cistadenoma sieroso,Neoplasia mucinosa cistica,Pancreatite autoimmune associata alla malattia di IgG4,,Adenocarcinoma duttale,A,B,B,B
Anatomia patologica,Uomo di 73 anni con emoptysi. Lo studio radiologico mostra l'opacità polmonare che è biopsia. La diagnosi istopatologica dell'immagine microscopica della biopsia è:,https://compitoinclasse.org/simulatori/IMGmir/4-dom.jpg,Adenocarcinoma,Tumore carcinoide atipico,Carcinoma estenuante,Carcinoma neuroendocrino,,Carcinoma estenuante,C,C,C,C
Anatomia patologica,"Secondo la diagnosi emessa nella domanda precedente, qual è la migliore opzione terapeutica?",https://compitoinclasse.org/simulatori/IMGmir/497-dom.jpg,Dieta ricca di proteine ​​e a basso contenuto di grassi.,Metronidazolo.,Timetoprim e sulfamethaozole.,Chemioterapia.,Dieta senza glutine.,Dieta senza glutine.,E,A,E,A
Anatomia patologica,"La biopsia epatica è stata eseguita in un paziente di 37 anni con obesità e alterazione delle transaminasi (Figura 2014) che ha dimostrato un'intensa steatosi che ha colpito il 70% degli epatociti. A 7 anni, dopo la diagnosi di sclerosi multipla e di peso, la biopsia è stata ripetuta (Figura 2021). Quale delle seguenti affermazioni descrive meglio l'evoluzione?:",https://compitoinclasse.org/simulatori/IMGmir/1976-dom.jpg,"La steatosi è meno intensa nella seconda biopsia, che è un buon segno di prognosi","Nella seconda biopsia non ci sono dati di infiammazione o degenerazione ballificante, che è un segno di buona prognosi",La seconda biopsia mostra una situazione stabile,La presenza della fibrosi di ponti dimostra la progressione della malattia,,La presenza della fibrosi di ponti dimostra la progressione della malattia,D,B,D,B
Anatomia patologica,"Un uomo di 29 anni va alla consultazione per presentare un aumento delle dimensioni di un linfonodo nell'ascella per tre mesi. Non esiste altra storia di interesse personale, ad eccezione di una diagnosi precedente 9 mesi fa di eritema indurato. L'esplorazione non offre dati pertinenti. La diagnosi più probabile di questa biopsia del linfonodo è:",https://compitoinclasse.org/simulatori/IMGmir/237-dom.jpg,Linfoadenite dermatopatica.,Linfoadenite dermatopatica.,Sarcoidosi,Linfoadenite sifilitica.,,Linfoadenite dermatopatica.,A,A,A,A
Anatomia patologica,Quale dei seguenti microfotografi tinti con ematossia-eoosina corrisponde alla sottile mucosa intestino?,https://compitoinclasse.org/simulatori/IMGmir/1383-dom.jpg,Le immagini contrassegnate come A.,Le immagini contrassegnate come B.,Le immagini contrassegnate come C.,Le immagini contrassegnate come D.,,Le immagini contrassegnate come B.,B,A,B,A
Anatomia,Un paziente con diagnosi di un gozzo mimultinodulare è soggetto a tiroidectomia totale. L'immagine mostra il campo chirurgico alla fine dell'intervento (lato sinistro). Qual è la struttura indicata con il morsetto chirurgico?,https://compitoinclasse.org/simulatori/IMGmir/235-dom.jpg,Condotto toracico.,Nervo laringeo ricorrente.,Nervo di Vago.,Nervo laringeo superiore.,,Nervo laringeo ricorrente.,B,B,B,B
Anatomia,Delle seguenti strutture ossee indicano il processo dentale:,https://compitoinclasse.org/simulatori/IMGmir/1182-dom.jpg,1,2,3,4,,3,C,C,C,C
Anatomia,Quale delle seguenti affermazioni è falsa per quanto riguarda la struttura anatomica indicata con la freccia blu nell'immagine?,https://compitoinclasse.org/simulatori/IMGmir/1-dom.jpg,È innervato dal nervo mediano.,La sua funzione è la supinazione dell'avambraccio.,Partecipare alla stabilità dell'articolazione radiocubitale distale.,Partecipare alla stabilità dell'articolazione radiocubitale distale.,,La sua funzione è la supinazione dell'avambraccio.,B,B,B,B
Anatomia,Quale delle seguenti corrisponde all'arteria mesenterica superiore?,https://compitoinclasse.org/simulatori/IMGmir/3-dom.jpg,1,2,3,4,,2,B,C,C,C
Anatomia,"Nella regione laterale posteriore del ginocchio si trova una struttura cordono. È giallo colorato in queste due immagini e indicato da frecce. Incluso nella fascia dei bicipiti nella coscia, nel ginocchio circonda il collo del fibula. Dipendono dalla sua integrità:",https://compitoinclasse.org/simulatori/IMGmir/233-dom.jpg,La sensibilità della faccia posteriore della gamba e della regione di Aquilea.,La capacità di estensione (flessione dorsale) della caviglia e delle dita del piede.,La capacità di flessione plantare della caviglia e delle dita del piede.,La sensibilità della suola del piede e della polpa delle dita.,,La capacità di estensione (flessione dorsale) della caviglia e delle dita del piede.,B,B,B,C
