Category,Question,Image url,AnswerA,AnswerB,AnswerC,AnswerD,AnswerE,Correct Answer,Correct Letter,Claude-3.5-Sonnet,GPT-4o,Gemini-2.0-Flash
Pathological anatomy,You receive the biopsy of the duodenum of a 38-year-old woman without other clinical data. What is the most likely diagnosis?,https://compitoinclasse.org/simulatori/IMGmir/496-dom.jpg,Intestinal lymphoma: infiltration of its own sheet and the superficial epithelium by a monotonous lymphoid cell population.,"Gluten sensitive enteropathy (celiacy): atrophy of intestinal villi, increased inflammatory infiltrate and intrahepithelial lymphocytosis.",Lymphangiectasias: Dilation of lymphatic vessels located in the sheet of the mucosa.,Whipple disease: Blowing macrophages of broad and microvacuolated cytoplasm in the mucosa sheet.,Giardiasis: Presence of trophozoites of Giardia Lamblia on the intestinal surface.,"Gluten sensitive enteropathy (celiacy): atrophy of intestinal villi, increased inflammatory infiltrate and intrahepithelial lymphocytosis.",B,B,B,B
Pathological anatomy,"70-year-old woman with a history of intestinal occlusion by Bezoar in 2019 and dilation of the bile duct and the intrahepatic biliary path of unknown cause. In a recent CT, a cystic lesion with solid areas of 28 cm is evidenced, located on the head of the pancreas, in connection with the Wirsung duct without conditioning dilation of it. There are no signs of local infiltration or distance metastasis. It is decided to perform a duodenopancreatectomy cephalic. A macroscopic image and a microscopic image of the lesion are shown. What is the most likely diagnosis?:",https://compitoinclasse.org/simulatori/IMGmir/2194-dom.jpg,Cystic mucinous neoplasia,Mucinous Neoplasia Intraductal papillary of secondary branch,Solid-Pseudopillary Neoplasia,Intraductal papillary mucinous neoplasia with invasive main branch component,,Mucinous Neoplasia Intraductal papillary of secondary branch,B,C,C,C
Pathological anatomy,15-year-old boy without interest. It presents a deforming left bone tumor with external orbital affectation of years of evolution. What is the most likely diagnosis suggested by the image shown?,https://compitoinclasse.org/simulatori/IMGmir/1615-dom.jpg,Eosinophilic granuloma.,Bone metastasis.,Fibrous dysplasia.,Hyperparathyroidism.,,Fibrous dysplasia.,C,C,C,C
Pathological anatomy,"86-year-old woman who consults for vision alterations. Among his personal history, a multiple myeloma IgA Kappa diagnosed 10 years ago, since then by the Hematology Service. Currently, it has a right temporary hemianopsy, sudden appearance, without ocular pain or contralateral affectation. The patient is valued by the ophthalmologist, which diagnoses ischemic optical neuropathy. The cranial CT shows no relevant alterations. The ultrasound of the temporary arteries objective a hypoechoic halo in all branches of the superficial temporal artery. Given the suspicion of vascular pathology, biopsy of the right temporal artery is performed. The image corresponds to a histological section of the temporary artery wall. What technique would you request to confirm the diagnosis in this case?",https://compitoinclasse.org/simulatori/IMGmir/1384-dom.jpg,Congo red.,Masson's trichromic.,Silver metenamine.,Schiff's periódic acid (PAS).,,Congo red.,A,D,D,D
Pathological anatomy,56-year-old man with a palpable tumor on the left side of the mobile neck to swallowing. It is accompanied by dysphagia and dysphonia. It has family history of endocrine tumors. Which of the following is the most likely anatomopathological diagnosis of the lesion that appears in the image?:,https://compitoinclasse.org/simulatori/IMGmir/2390-dom.jpg,Thyroid papillary carcinoma,Thyroid Medullary Carcinoma,Diffuse cell lymphoma,Synovial sarcoma,,Thyroid Medullary Carcinoma,B,C,C,C
Pathological anatomy,"55-year-old woman surgically intervened by liver tumor injury. A macroscopic image of the tumor and non -tumor parenchyma is shown, and a microscopic image of the tumor, which corresponds to one of the following diagnoses:",https://compitoinclasse.org/simulatori/IMGmir/1608-dom.jpg,Hepatocarcinoma on normal liver.,Hepatocarcinoma on cirrhotic liver.,Colangiocarcinoma on normal liver.,Colangiocarcinoma on cirrotic liver.,,Colangiocarcinoma on cirrotic liver.,D,B,B,B
Pathological anatomy,"67-year-old man with proximal muscle weakness of limbs lower than 9 months of evolution. It does not refer to drug intake or family history of neuromuscular diseases. On physical examination, asymmetric muscle weakness of both quadriceps (3/5 left, 4/5 right) and the flexor muscles of the fingers of both hands is observed. In the analytics highlights a CK of 750 IU/L (normal value <150 IU/L). A right quadriceps muscle is performed. Mark the correct option:",https://compitoinclasse.org/simulatori/IMGmir/1607-dom.jpg,"Perimistic inflammatory infiltrate, Ragged-Red Fibers (red-stir fibers) and periphecular atrophy: dermatomyositis.",Endomisial inflammatory infiltrate and edged vacuoles: myositis with inclusion bodies.,"Coagulative necrosis, lipid inclusions and muscle fibers regeneration: necrotal autoimmune myopathy.","Type II fiber atrophy, endomisial inflammatory infiltrate and muscle fiber regeneration: Steinert myotonic dystrophy.",,Endomisial inflammatory infiltrate and edged vacuoles: myositis with inclusion bodies.,B,D,D,D
Pathological anatomy,"20-year-old male of Constitution Longilínea, which has been dyspnea of ​​great efforts for about 15 months that progresses small efforts, with palpitations and precordial pain. It dies suddenly climbing stairs. In the necropsy there is a glass with the image of the figure. Of the following What is the most likely disease?:",https://compitoinclasse.org/simulatori/IMGmir/1974-dom.jpg,Pulmonary embolism,Thoracic trauma with affectation of the aorta and the heart,Cystic necrosis of the average and Ivory syndrome,Family dysliphemic syndrome with serious atherosclerosis,,Cystic necrosis of the average and Ivory syndrome,C,B,C,B
Pathological anatomy,"58-year-old male with mediastinal mass. The microscopic study shows the findings of Figure 1a. In Figure 1b, staining for cytocheratins. The most likely diagnosis would be:",https://compitoinclasse.org/simulatori/IMGmir/1796-dom.jpg,Mediastinic Metastasis of Sarcomatoid Carcinoma,Peripheral nerve sarcoma,Schwannoma,Timoma,,Timoma,D,B,D,B
Pathological anatomy,"81-year-old woman who consults for jaundice, epigastric pain, asthenia and anorexia. The abdominal TC shows in the head of the pancreas a solid, poorly delimited lesion, 24 x 24 mm, which focuses on the upper mesenteric vein and involves dilation of the bile duct. There is no clear contact with other main vascular structures. With the suspicion of neoformative process, surgical intervention is indicated. A macroscopic and microscopic image of the pancreatic lesion is shown. The Immunohistochemical study conducted in the resection piece shows positivity for cytoqueratin 7 and negativity for synaptophysin, tripsin, CK20 and CDX2. What is the pathological diagnosis of pancreatic lesion?",https://compitoinclasse.org/simulatori/IMGmir/1975-dom.jpg,Ductal adenocarcinoma,Serous cystadenoma,Cystic mucinous neoplasia,Autoimmune pancreatitis associated with IgG4 disease,,Ductal adenocarcinoma,A,B,A,B
Pathological anatomy,73-year-old man with hemoptysis. The radiological study shows pulmonary opacity that is biopsy. The histopathological diagnosis of the microscopic image of biopsy is:,https://compitoinclasse.org/simulatori/IMGmir/4-dom.jpg,Adenocarcinoma,Atypical carcinoid tumor,Exhausting carcinoma,Neuroendocrine carcinoma,,Exhausting carcinoma,C,C,C,C
Pathological anatomy,"According to the diagnosis issued in the previous question, what is the best therapeutic option?",https://compitoinclasse.org/simulatori/IMGmir/497-dom.jpg,Diet rich in protein and low fat.,Metronidazole.,Trimetoprim and sulfamethoxazole.,Chemotherapy.,Gluten -free diet.,Gluten -free diet.,E,A,E,A
Pathological anatomy,"Hepatic biopsy was performed in a 37-year-old patient with obesity and alteration of transaminases (Figure 2014) that demonstrated an intense steatosis that affected 70% of hepatocytes. At 7 years, after being diagnosed with multiple sclerosis and gaining weight, the biopsy was repeated (Figure 2021). Which of the following statements best describes evolution?:",https://compitoinclasse.org/simulatori/IMGmir/1976-dom.jpg,"Steatosis is less intense in the second biopsy, which is a good prognosis sign","In the second biopsy there is no inflammation data or ballonizing degeneration, which is a sign of good prognosis",The second biopsy shows a stable situation,The presence of bridges fibrosis demonstrates the progression of the disease,,The presence of bridges fibrosis demonstrates the progression of the disease,D,B,D,B
Pathological anatomy,"A 29-year-old man goes to the consultation for presenting an increase in size of a lymph node in armpit for three months. There are no other personal history of interest, except for a previous diagnosis 9 months ago of indurated erythema. The exploration does not offer relevant data. The most likely diagnosis of this biopsy of the lymph node is:",https://compitoinclasse.org/simulatori/IMGmir/237-dom.jpg,Dermatopathic lymphadenitis.,Dermatopathic lymphadenitis.,Sarcoidosis,Syphilitic lymphadenitis.,,Dermatopathic lymphadenitis.,A,A,A,A
Pathological anatomy,Which of the following microphotographs dyed with hematoxyin-eoosin correspond to thin intestine mucosa?,https://compitoinclasse.org/simulatori/IMGmir/1383-dom.jpg,The images marked as A.,The images marked as B.,The images marked as C.,The images marked as D.,,The images marked as B.,B,A,B,A
Anatomy,A patient diagnosed with a mimultinodular goiter is subjected to total thyroidectomy. The image shows the surgical field at the end of the intervention (left side). What is the structure indicated with the surgical clamp?,https://compitoinclasse.org/simulatori/IMGmir/235-dom.jpg,Thoracic duct.,Recurrent laryngeal nerve.,Vago nerve.,Upper laryngeal nerve.,,Recurrent laryngeal nerve.,B,B,B,B
Anatomy,Of the following bone structures indicate the dental process:,https://compitoinclasse.org/simulatori/IMGmir/1182-dom.jpg,1,2,3,4,,3,C,C,C,C
Anatomy,Which of the following statements is false regarding the anatomical structure indicated with the blue arrow in the image?,https://compitoinclasse.org/simulatori/IMGmir/1-dom.jpg,It is innervated by the median nerve.,Its function is the supination of the forearm.,Participate in the stability of the distal radiocubital joint.,Participate in the stability of the distal radiocubital joint.,,Its function is the supination of the forearm.,B,B,B,B
Anatomy,Which of the following corresponds to the upper mesenteric artery?,https://compitoinclasse.org/simulatori/IMGmir/3-dom.jpg,1,2,3,4,,2,B,C,C,C
Anatomy,"In the postter-lateral region of the knee a cordonous structure is located. It is colored yellow in these two images and indicated by arrows. Included in the fascia of the biceps in the thigh, in the knee it surrounds the neck of the fibula. They depend on its integrity:",https://compitoinclasse.org/simulatori/IMGmir/233-dom.jpg,The sensitivity of the posterior face of the leg and the Aquilea region.,The extension capacity (dorsal flexion) of the ankle and fingers of the foot.,The plantar flexion capacity of the ankle and fingers of the foot.,The sensitivity of the sole of the foot and the pulp of the fingers.,,The extension capacity (dorsal flexion) of the ankle and fingers of the foot.,B,B,B,B
Anatomy,Which of the following structures corresponds to the vertebral artery?,https://compitoinclasse.org/simulatori/IMGmir/1180-dom.jpg,1,2,3,4,,3,C,C,C,C
Anatomy,Where is the basilar artery located?,https://compitoinclasse.org/simulatori/IMGmir/2-dom.jpg,1,2,3,4,,2,B,B,B,B
Anatomy,With which of the structures indicated in the image directly contact the Silvio aqueduct?,https://compitoinclasse.org/simulatori/IMGmir/234-dom.jpg,1,2,3,4,,2,B,B,B,B
Vascular surgery,"51-year-old woman with a history of active smoking, obesity and sedentary lifestyle. He has been referring to legs to the wandering with a feeling of heaviness. For 3 weeks, it has been associated with coldness, muscle pain and parstesthesia on the soles of the feet and ankles that forces it to stop after traveling a few meters. In the study an abdominal and MMII angiotc (image) is carried out. Following these results, which of the arteries is not affected?",https://compitoinclasse.org/simulatori/IMGmir/1381-dom.jpg,Right posterior tibial artery.,Left anterior tibial artery.,Left peronea artery.,Right popliteal artery.,,Right popliteal artery.,D,D,D,D
Vascular surgery,The image of TC without contrast administration is characteristic of:,https://compitoinclasse.org/simulatori/IMGmir/1389-dom.jpg,Aortic intramural hematoma.,Aortic wall thrombosis.,Aortic dissection Type B.,Aortic penetrating ulcer.,,Aortic intramural hematoma.,A,A,A,A
Vascular surgery,In this patient what should be the initial treatment?,https://compitoinclasse.org/simulatori/IMGmir/473-dom.jpg,Perform diagnostic angiography plus an associated fibrinolysis.,"Modify vascular risk factors, physical exercise and medical treatment.",Revascularization surgery through Bypass or by endovascular surgery.,Perform an urgent embolectomy.,Analgesic treatment and reduce physical exercise until symptoms improve.,"Modify vascular risk factors, physical exercise and medical treatment.",B,B,B,B
Vascular surgery,"62-year-old man, smoker of 20 cigarettes a day for 30 years and hypertensive, who goes to the consultation for presenting pain when walking in the gluteal area that begins at a distance of 300 meters and that disappears with the rest at 5 minutes. An ankle/arm index is performed whose image is attached. What is the diagnosis?",https://compitoinclasse.org/simulatori/IMGmir/472-dom.jpg,Critical ischemia of the lower right limb.,Acute ischemia by arterial embolism.,Chronic ischemia by left iliac occlusion.,Leriche syndrome by bilateral iliac occlusion.,Radiculopathy,Chronic ischemia by left iliac occlusion.,C,C,C,B
Vascular surgery,Point out what type of Bakey classification the pathology shown in the imimagen could be included:,https://compitoinclasse.org/simulatori/IMGmir/242-dom.jpg,Type I.,Type II.,Type III.,"In order to classify it, the distal reentry zone must be appreciated in the light of the aorta, which is not displayed in the image.",,Type III.,C,C,C,C
Vascular surgery,52-year-old man who consults for a 30 -minute heartbreaking center -up pain. The exploration is restless and sweaty. Blood tension is 190/110 mmHg in both arms. To auscultation there are no heart blows or crepiting rales. The electrocardiogram is in sinus rhythm to 90 beats per minute without alterations of repolarization. In the thoracic angiotc the image that is attached is observed. What is the most likely diagnosis?:,https://compitoinclasse.org/simulatori/IMGmir/2400-dom.jpg,Intramural hematoma,Penetrating arteriosclerotic ulcer,Aorta pseudoaneurism,Stanford type A type A dissection,,Stanford type A type A dissection,D,A,A,A
Immunology,"25-year-old patient with epileptic crises for 1 year, in carbamazepine and phenytoin treatment, which due to lack of response was changed two weeks ago to Lamotrigine. Consultation for skin lesions that began 24 hours ago with facial edema, and which were subsequently generalized in the form of erythematous vulopapular rash. It presents poor general condition, polyadenopathies and fever of 38.5 ° C. In the analytics, GOT 230 U/L, GPT 253 U/L, GGT 145 U/L and EOSINOPHILY 1200/µL stands out. The most likely diagnosis is:",https://compitoinclasse.org/simulatori/IMGmir/1610-dom.jpg,Measles.,Dress syndrome.,Stevens Johnson syndrome.,Angioedema.,,Dress syndrome.,B,B,B,B
Immunology,"47-year-old woman with progressive proximal muscle weakness of extremities above 7 months of evolution. No family history of interest. Take red rice to treat a dyslipidemia. Physical examination: strength in 3/5 psoas, quadriceps 4/5 and deltoids 4/5. CK of 3675 IU/L (Normal <150 IU/L). An immune analysis was requested and a biopsy was practiced in the right deltoid muscle (figure). Mark the correct option:",https://compitoinclasse.org/simulatori/IMGmir/1797-dom.jpg,Immune analysis: AC. positive anti-cn1a. Biopsy: perivascular inflammatory infiltrate and presence of riberate vacuoles. Diagnosis: Myositis with inclusion bodies,Immune analysis: AC. TiF-1 positive gamma. Biopsy: perivascular inflammatory infiltrate and ring cells. Diagnosis: Dermatomyositis,Immune analysis: AC. positive anti-mmitocondrial. Biopsy: coagulative necrosis and regeneration of muscle fibers with low inflammatory infiltrate. Diagnosis: Congenital muscular dystrophy of Ullrich,Immune analysis: AC. Anti-HMG-Coa positive reductase. Biopsy: coagulative necrosis and regeneration of muscle fibers with low inflammatory infiltrate. Diagnosis: immunomedized necrosante myopathy,,Immune analysis: AC. Anti-HMG-Coa positive reductase. Biopsy: coagulative necrosis and regeneration of muscle fibers with low inflammatory infiltrate. Diagnosis: immunomedized necrosante myopathy,D,D,D,C
Immunology,"50-year-old woman, without a history of interest, who has been presenting painful injuries in the mouth for 3 months (tongue, palate, oral mucosa) who have not improved despite having performed multiple topical treatments. The injuries make the intake difficult and refers to having lost 7 kg of weight. In recent weeks you have appeared some trunk and exploration injuries and several erosions and some crust are observed. When rubbing around erosions, neighboring skin is easily detached. Which of the following findings would not find in this patient?:",https://compitoinclasse.org/simulatori/IMGmir/1609-dom.jpg,IgG and C3 deposits in the basal membrane.,Intercellular IgG and C3 deposits.,Antibodies against demogleína 1.,Antibodies against demogleíne 3.,,IgG and C3 deposits in the basal membrane.,A,A,A,A
Genetics,"Attending to the next karyotype, what is the most likely diagnosis?",https://compitoinclasse.org/simulatori/IMGmir/1408-dom.jpg,Down syndrome.,Klinefelter syndrome.,Cat maullido syndrome.,Turner syndrome.,,Klinefelter syndrome.,B,B,B,B
Oncology,"In reference to the patient of the previous clinical case, indicate what is the most appropriate therapeutic option for the systemic treatment of their tumor:",https://compitoinclasse.org/simulatori/IMGmir/922-dom.jpg,Imatinib,Doxorubicin,Lapatinib,Bevacizumab,Cisplatino and Paclitaxel,Imatinib,A,C,A,C
Oncology,"13-year-old male in study for painful tumor on the left side. In the thorax TC, an lesion in the anterior arc of the 5th left rib with soft tissue dough and radiological data of aggressiveness is confirmed. The analytics does not show significant alterations. Eco -gifted biopsy is performed, compatible with a malignant costal tumor with immunohistochemical profile congruent with Ewing sarcoma. Bone scintigraphy is performed for extension study whose image is shown. Point out the correct statement:",https://compitoinclasse.org/simulatori/IMGmir/2198-dom.jpg,It is a normal bone gammography,"Bone gammography is not indicated in the extension study, since Ewing sarcoma does not develop bone metastases",There is a disseminated metastatic bone involvement,The only abnormal finding is the pathological accumulation of the radio in the known costal tumor,,The only abnormal finding is the pathological accumulation of the radio in the known costal tumor,D,D,D,D
Oncology,"57-year-old man who goes to the emergency service for hair. In high endoscopy, a mass with ulceration of the intestinal surface at various points is objective at the second portion of the duodenum. In the radiological image of the CT (Image No. 2) a large tumor dependent on the small intestine, motley, with areas of necrosis inside, with a diameter greater than 13 cm. Likewise, multiple liver metastases are observed. In the biopsy that is taken during gastroscopy, fusiform cells with positive immunohistochemistry are appreciated for CD117 (C-Kit). What is the patient's diagnosis?",https://compitoinclasse.org/simulatori/IMGmir/921-dom.jpg,Innate of intestine small stadium IV.,Gastrointestinal neuroendocrine tumor (carcinoid).,Krukemberg tumor.,Gastrointestinal stroma tumor (GIST).,Malt type gastric lymphoma.,Gastrointestinal stroma tumor (GIST).,D,D,D,B
Oncology,"66-year-old woman who goes to the family doctor for an increase in the abdominal perimeter, secondary amenorrhea and constipation. To palpation detects the presence of abdominal-pélvica tumor and refers to the patient for the realization of an abdominal CT. Point out the correct answer:",https://compitoinclasse.org/simulatori/IMGmir/1405-dom.jpg,Only the determination of tumor markers can define their origin and the possibilities of malignancy or benignity.,The presence of ascites suggests a dissemination of a tumor of ovarian origin.,"Most likely, it is a tumor of intestinal origin with peritoneal carcinomatosis.",The visualized image corresponds to a mesenchymal tumor without clearly defining its dependence.,,The presence of ascites suggests a dissemination of a tumor of ovarian origin.,B,C,C,C
Oncology,"60-year-old woman, without pathological history of interest, who goes to the hospital for Pirosis. During the diagnostic process, a 3 cm nodular lesion is observed in a 3 cm nodular TC in the posterior wall of the cardial region, so an atypical gastric resection is performed. Two images, one macroscopic and another microscopic are shown. Immunohistochemical staining of the lesion are positive for C-Kit and dog1, and negative for cytoqueratin, actin, falls apart and S100. What is the pathological diagnosis of gastric lesion?",https://compitoinclasse.org/simulatori/IMGmir/1792-dom.jpg,Leiomiosarcoma,Gastrointestinal stroma tumor,Schwannoma,Little differentiated adenocarcinoma,,Gastrointestinal stroma tumor,B,B,B,A
Geriatrics,"85-year-old woman, in rosuvastatin treatment by dyslipidemia, which in the last 4 weeks presents daily fever (38-38.5ºC), well tolerated, without chills and without nocturnal sweating, and loss of 3 kg of weight. In physical examination, thickening of the left temporal artery stands out. Analysis: PCR 12 mg/dl, hemoglobin 9.5 g/dl. Normal thorax radiography. The result of the PET/TC is shown in the figure. In this context, what is the correct answer?:",https://compitoinclasse.org/simulatori/IMGmir/1981-dom.jpg,Fever or fever is a symptom present in less than 10 % of patients,"When the disease is diagnosed, radiological findings (such as those observed in this PET/TC) are present in 50-70 % of patients",Attending to the findings of the PET/TC in this patient has an indication of immediate treatment with glucocorticoids (20 mg/day) and Tocilizumab,PET/TC is the most specific technique to establish the diagnosis,,"When the disease is diagnosed, radiological findings (such as those observed in this PET/TC) are present in 50-70 % of patients",B,D,B,D
Anesthesia,"75-year-old man who goes to the emergency department for abdominal pain and 24h evolution fever. On physical examination we find a feverish patient. Obnubilated, unstable hemodynamically and with belly in table. Abdominal TC is requested that reveals pneumoperitoneum and abundant content in peritoneal cavity, urgent transfer to the operating room is decided. We begin resuscitation with fluids and given the need for vasoactive infusion, the resident proceeds to channeling of central venous catheter, when observing the color of the blood shows doubts and requests the realization of gasometry. Results: pH 7,30; PO2 95 mmHg; PCO2 44 mmHg; HCO3 18 mmol/L; SO 2 95%. Point out the false answer:",https://compitoinclasse.org/simulatori/IMGmir/1172-dom.jpg,The image shown has been obtained through ultrasound.,One of the possible complications of this technique is the puncture of the common carotid artery.,"If we stick to gasometric values, the technique has been successful.","With this technique, the complications rate has been shown.",,"If we stick to gasometric values, the technique has been successful.",C,B,B,B
Emergency,"50-year-old woman, hypertensive, who goes to the emergency room because, being previously well, she presented a very intense pain in an interscapular thoracic region and in epigastrium, irradiated in a belt. It does not refer to another associated pathology. Before the sagittal cut with TC contrast that is attached, which of the following suspected diagnoses?:",https://compitoinclasse.org/simulatori/IMGmir/1802-dom.jpg,Aorta dissection,Aorta rupture,Aorta intramural hematoma,Penetrating arteriosclerous aortic ulcer,,Aorta dissection,A,B,B,A
Emergency,"It is your first guard as an emergency doctor in a mobile UVI and you attend a man in his 50s who have just collapsed to the ground abruptly. When you explore the patient he is unconscious and does not breathe. You have proven that it does not have a pulse, so you start making chest compressions and ventilations at a 30: 2 rhythm. One of your classmation teammates has placed the blades of the monitor-defibrillator and on the monitor screen appears the image shown. What action is the priority in this case?",https://compitoinclasse.org/simulatori/IMGmir/1178-dom.jpg,Continue with cardiac massage and isolate the airway by orotracheal intubation.,Get venous access to administer adrenaline.,Load the defibrillator and apply a download to continue immediately with the cardiac massage.,Notify the Emergency Coordinating Center to send you help.,,Load the defibrillator and apply a download to continue immediately with the cardiac massage.,C,C,C,A
Emergency,72-year-old patient sent to the emergency department after suffering a syncope. It presents hypotension and abdominal pain with lumbar irradiation. Abdominal TC is performed with intravenous contrast. What would be your diagnosis and the attitude to follow?:,https://compitoinclasse.org/simulatori/IMGmir/1616-dom.jpg,Left psoas abscess. He would perform symptomatic treatment and keep it under observation waiting for analytics and other complementary tests.,Broken abdominal aorta aneurysm. It is an emergency and the first option is surgical or endovascular treatment.,It would complete the study with an abdominal ultrasound to perform the differential diagnosis between psoas abscess and aortic aorta broken.,Hypervascular tumor of psoas. Would perform magnetic resonance for a better characterization.,,Broken abdominal aorta aneurysm. It is an emergency and the first option is surgical or endovascular treatment.,B,B,B,B
Emergency,"94-year-old woman who goes to emergency due to diffuse and intense abdominal pain of 12 hours of abdominal evolution. Among its background is chronic ischemic heart disease, persistent atrial fibrillation and chronic kidney disease. Following the abdomen radiography findings indicate the attitude to follow:",https://compitoinclasse.org/simulatori/IMGmir/1620-dom.jpg,"Urgent ultrasound as an initial screening test, if it is normal, more radiological studies are necessary.",Rypedestation abdomen or left lateral recumbency to assess the presence of ectopic gas.,Abdominopélvico TC with intravenous contrast with angio-TC protocol for suspected mesenteric ischemia.,Arteriography to rule out acute mesenteric artery occlusion.,,Abdominopélvico TC with intravenous contrast with angio-TC protocol for suspected mesenteric ischemia.,C,C,C,C
Emergency,What is the most reasonable attitude at this time?:,https://compitoinclasse.org/simulatori/IMGmir/715-dom.jpg,Remove the entire catheter and enter it again.,Extract about 10 cm the catheter and establish timely treatment.,Channel another central venous route for the jugular.,Leave it as it is because it can be used to monitor central venous pressure.,We cannot use the catheter because it has drilled the vein and is located in lung.,Extract about 10 cm the catheter and establish timely treatment.,B,B,B,C
